A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28		
OK09e0600	78	128	207	142	157	-9	106	167	122	143	167	129
OK09e0600	78	128	207	145	157	-9	106	167	130	155	167	129
OK09e0607	78	128	207	133	157	-9	103	167	130	115	161	129
OK09e0607	78	128	209	142	157	-9	106	173	130	139	167	129
OK09e0611	78	128	209	142	157	-9	103	173	122	115	161	119
OK09e0611	78	128	209	142	157	-9	103	173	130	143	167	129
OK09e0619	78	128	207	142	157	-9	103	167	122	139	161	115
OK09e0619	78	128	207	142	157	-9	106	167	130	153	161	119
OK09e0620	78	128	209	133	157	-9	103	167	126	139	161	119
OK09e0620	78	128	209	142	157	-9	103	173	130	139	167	119
OK09e0625	78	128	207	142	157	-9	97	173	122	139	161	119
OK09e0625	78	128	209	142	157	-9	97	173	130	141	167	119
OK09e0626	78	128	207	133	157	-9	103	167	122	115	161	115
OK09e0626	78	128	207	142	157	-9	106	173	130	139	167	129
OK09e0628	78	128	207	133	157	-9	103	167	130	115	161	119
OK09e0628	78	128	207	133	157	-9	103	173	130	143	167	119
OK09e0629	78	128	207	142	157	-9	103	167	130	145	167	119
OK09e0629	78	128	209	145	157	-9	103	167	130	145	167	119
OK09e0631	78	128	207	133	157	-9	103	173	130	143	161	119
OK09e0631	78	128	209	142	157	-9	106	173	130	145	167	119
OK09e0635	78	128	207	142	157	-9	103	173	126	139	161	129
OK09e0635	78	128	207	142	157	-9	103	173	130	139	167	129
OK09e0644	78	128	207	142	157	-9	106	167	122	139	161	119
OK09e0644	78	128	207	142	157	-9	106	173	130	145	167	119
OK09e0645	78	128	207	142	157	-9	103	167	126	139	167	129
OK09e0645	78	128	209	142	157	-9	106	173	130	139	167	129
OK09e0650	78	128	207	133	157	-9	103	173	130	115	161	129
OK09e0650	78	128	207	142	157	-9	103	173	130	145	161	129
OK09e0651	78	128	207	142	157	-9	103	167	122	145	161	109
OK09e0651	78	128	209	142	157	-9	103	173	130	145	167	119
OK09e0654	78	128	207	142	157	-9	103	167	130	115	161	119
OK09e0654	78	128	209	142	157	-9	106	167	130	153	167	119
OK09e0660	78	128	207	142	157	-9	103	173	130	139	161	109
OK09e0660	78	128	209	145	157	-9	103	173	130	145	161	119
OK1001	78	128	207	133	157	-9	103	167	126	139	161	109
OK1001	78	128	209	133	157	-9	106	173	130	143	161	119
OK1002	78	128	207	142	157	-9	106	173	130	141	167	115
OK1002	78	128	209	142	163	-9	106	173	130	143	167	129
OK1003	78	128	207	142	157	-9	103	167	130	139	167	129
OK1003	78	128	207	142	157	-9	106	173	130	143	167	129
OK1005	78	128	207	142	157	-9	103	167	130	115	161	129
OK1005	78	128	207	142	157	-9	106	167	130	115	167	129
OK207	78	128	209	142	157	-9	106	167	130	141	161	115
OK207	78	128	209	145	157	-9	106	167	130	153	167	129
OK4027	78	128	207	142	157	-9	103	167	122	143	161	109
OK4027	78	128	209	142	157	-9	103	167	130	143	161	129
OK4028	78	128	207	133	157	-9	103	167	130	139	167	109
OK4028	78	128	209	142	157	-9	106	167	130	139	167	119
OK4029	78	128	207	142	157	-9	103	173	130	115	161	109
OK4029	78	128	207	142	157	-9	106	173	130	143	167	115
OK4030	78	128	207	133	151	-9	103	167	130	115	161	119
OK4030	78	128	207	142	157	-9	106	167	130	153	167	129
OK4031	78	128	207	142	157	-9	103	167	122	115	161	119
OK4031	78	128	207	142	157	-9	106	173	126	139	167	119
OK4032	78	128	209	142	157	-9	106	173	130	115	161	119
OK4032	78	128	209	142	157	-9	106	173	130	145	167	119
OK4033	78	128	207	133	157	-9	103	167	130	115	161	119
OK4033	78	128	209	142	157	-9	103	167	130	139	161	129
OK4034	78	128	207	133	157	-9	103	167	126	139	161	129
OK4034	78	128	207	142	157	-9	103	173	130	145	167	129
OK4037	78	128	207	142	157	-9	103	167	122	141	161	109
OK4037	78	128	209	142	157	-9	106	173	130	143	161	119
OK4038	78	128	207	142	157	-9	103	167	130	139	161	119
OK4038	78	128	207	142	157	-9	106	167	130	139	167	119
OK4039	78	128	207	142	157	-9	103	167	130	145	161	129
OK4039	78	128	209	142	157	-9	103	173	130	149	167	129
OK4040	78	128	209	142	157	-9	106	167	130	139	161	129
OK4040	78	128	209	142	157	-9	106	167	130	143	167	129
OK4041	78	128	207	133	157	-9	103	173	122	139	161	129
OK4041	78	128	207	142	157	-9	106	173	130	143	167	129
OK4042	78	128	209	133	157	-9	103	167	130	143	161	115
OK4042	78	128	209	142	157	-9	106	167	130	145	167	129
OK4043	78	128	207	142	157	-9	106	173	130	139	167	129
OK4043	78	128	207	142	157	-9	106	173	130	143	167	131
OK4044	78	128	207	142	157	-9	103	167	130	115	161	109
OK4044	78	128	207	142	157	-9	103	167	130	139	161	129
OK4045	78	128	209	133	157	-9	106	167	130	143	161	109
OK4045	78	128	209	142	157	-9	106	167	130	149	161	119
OK4053	78	128	207	142	157	-9	106	167	130	139	161	119
OK4053	78	128	207	142	157	-9	106	173	130	139	161	129
OK4054	78	128	207	133	157	-9	103	167	126	143	161	109
OK4054	78	128	207	133	157	-9	106	167	130	145	167	115
OK4055	78	128	207	133	157	-9	103	167	126	139	161	109
OK4055	78	128	209	133	157	-9	106	173	130	143	167	119
OK4056	78	128	207	142	157	-9	103	167	122	139	161	115
OK4056	78	128	207	142	157	-9	106	173	130	153	167	115
OK4057	78	128	207	133	157	-9	103	173	122	145	161	109
OK4057	78	128	209	133	157	-9	106	173	126	155	167	129
OK4058	78	128	207	142	157	-9	103	167	130	145	167	115
OK4058	78	128	207	142	157	-9	106	173	130	145	167	115
OK701	78	128	207	142	157	-9	103	173	122	139	161	109
OK701	78	128	207	142	157	-9	103	173	122	143	167	129
OK702	78	128	207	133	157	-9	103	167	122	139	161	119
OK702	78	128	209	142	157	-9	106	173	130	149	167	119
OK707	78	128	207	142	157	-9	103	167	130	115	161	109
OK707	78	128	209	142	157	-9	103	173	130	145	167	119
OK801	78	128	207	142	157	-9	103	167	122	145	161	129
OK801	78	128	209	142	157	-9	106	167	130	145	167	129
OK803	78	128	207	133	157	-9	103	167	122	137	167	119
OK803	78	128	209	133	157	-9	106	167	130	139	167	129
OK804	78	128	207	142	157	-9	106	167	126	143	167	119
OK804	78	128	207	142	157	-9	106	167	130	145	167	129
OK805	78	128	207	133	157	-9	103	167	122	139	161	109
OK805	78	128	207	133	157	-9	106	173	130	141	161	129
OK806	78	128	207	142	157	-9	106	173	130	139	161	109
OK806	78	128	207	142	157	-9	106	173	130	139	167	129
OK901	78	128	207	133	157	-9	103	167	130	139	167	119
OK901	78	128	209	133	157	-9	103	167	130	143	167	131
OK902	78	128	207	142	157	-9	106	167	122	143	161	129
OK902	78	128	207	142	157	-9	106	167	130	143	167	129
OK903	78	128	207	142	157	-9	103	167	122	141	167	129
OK903	78	128	209	145	157	-9	106	167	130	145	167	129
BU09e0341	79	128	207	142	157	-9	103	167	130	139	167	119
BU09e0341	79	128	209	142	157	-9	103	167	130	139	167	129
BU09e0346	79	128	209	133	157	-9	103	167	130	139	167	109
BU09e0346	79	128	209	148	157	-9	103	167	130	143	167	109
BU09e0347	79	128	207	142	157	-9	103	167	126	139	167	109
BU09e0347	79	128	209	142	157	-9	106	173	130	143	167	131
BU09e0352	79	128	207	142	157	-9	103	167	126	139	167	129
BU09e0352	79	128	207	142	157	-9	103	167	130	141	167	129
BU09e0353	79	128	207	142	157	-9	103	167	130	139	167	115
BU09e0353	79	128	209	142	157	-9	106	173	130	139	167	129
BU09e0354	79	128	207	142	157	-9	103	167	126	139	161	119
BU09e0354	79	128	207	142	157	-9	106	173	130	139	161	127
BU09e0355	79	128	207	133	157	-9	103	167	126	139	167	109
BU09e0355	79	128	207	142	157	-9	103	173	130	139	167	119
BU09e0356	79	128	209	142	157	-9	103	173	130	125	167	119
BU09e0356	79	128	209	142	157	-9	103	173	130	139	167	119
BU09e0360	79	128	207	133	157	-9	103	167	122	125	161	129
BU09e0360	79	128	209	142	157	-9	103	167	126	141	161	133
BU09e0367	79	128	207	142	157	-9	103	167	122	143	161	109
BU09e0367	79	128	209	142	157	-9	106	173	130	155	161	121
BU09e0370	79	128	207	133	157	-9	103	167	130	139	-9	-9
BU09e0370	79	128	209	142	157	-9	103	173	130	139	-9	-9
BU09e0377	79	128	209	133	157	-9	106	167	130	125	161	109
BU09e0377	79	128	209	142	157	-9	106	173	130	143	161	129
BU09e0518	79	128	207	142	157	-9	103	167	122	139	161	119
BU09e0518	79	128	207	142	157	-9	106	167	130	139	167	129
BU09e0530	79	128	207	142	157	-9	103	167	126	115	161	129
BU09e0530	79	128	207	142	157	-9	103	167	130	139	167	129
BU09e0548	79	128	207	142	157	-9	103	167	130	145	167	109
BU09e0548	79	128	207	142	157	-9	103	173	130	145	167	129
BU09e0550	79	128	207	142	157	-9	103	173	130	139	167	129
BU09e0550	79	128	209	142	157	-9	103	173	130	139	167	129
BU09e0553	79	128	207	133	157	-9	103	155	130	139	161	129
BU09e0553	79	128	209	142	157	-9	103	173	130	141	161	133
BU09e0554	79	128	209	133	157	-9	103	167	126	139	161	119
BU09e0554	79	128	209	142	157	-9	106	173	130	139	167	127
BU09e0559	79	128	209	142	157	-9	103	167	122	115	161	129
BU09e0559	79	128	209	142	157	-9	103	167	130	141	161	129
BU09e0672	79	128	209	133	157	-9	103	167	130	143	167	119
BU09e0672	79	128	209	142	157	-9	106	167	130	169	167	119
BU09e0673	79	128	207	133	157	-9	103	167	130	139	161	129
BU09e0673	79	128	207	142	157	-9	103	167	130	139	167	129
BU09e0678	79	128	207	133	157	-9	106	167	126	139	161	109
BU09e0678	79	128	207	133	157	-9	106	173	126	139	161	109
BU09e0684	79	128	207	142	157	-9	103	167	130	139	161	121
BU09e0684	79	128	209	142	157	-9	106	173	130	139	167	129
BU09e0685	79	128	207	142	157	-9	103	167	122	151	161	109
BU09e0685	79	128	209	142	157	-9	106	167	130	153	167	129
BU09e0687	79	128	207	142	157	-9	103	167	122	141	167	109
BU09e0687	79	128	209	145	163	-9	106	167	130	145	167	129
BU09e0688	79	128	207	142	157	-9	106	167	122	125	161	109
BU09e0688	79	128	209	142	157	-9	106	167	126	139	167	129
BU09e0689	79	128	207	142	157	-9	103	167	126	139	167	109
BU09e0689	79	128	207	142	157	-9	103	167	130	145	167	119
BU09e0692	79	128	207	133	157	-9	103	167	126	115	161	109
BU09e0692	79	128	209	142	157	-9	103	173	130	139	167	131
BU09e0697	79	128	209	133	157	-9	103	167	130	139	161	129
BU09e0697	79	128	209	142	157	-9	103	167	130	143	161	129
BU09e0699	79	128	207	142	157	-9	103	167	122	139	161	129
BU09e0699	79	128	207	142	157	-9	103	167	126	165	161	131
BU09e0702	79	128	207	133	157	-9	103	167	126	115	161	129
BU09e0702	79	128	209	142	157	-9	106	167	130	153	167	129
BU09e0706	79	128	207	142	157	-9	103	167	122	141	167	119
BU09e0706	79	128	207	145	157	-9	103	167	130	145	167	129
BU09e0711	79	128	207	133	157	-9	103	167	130	139	167	119
BU09e0711	79	128	209	142	157	-9	103	173	130	145	167	129
BU09e0714	79	128	209	142	157	-9	103	167	130	139	167	129
BU09e0714	79	128	209	148	157	-9	106	167	130	145	167	131
BU09e0715	79	128	209	142	157	-9	103	167	126	139	167	127
BU09e0715	79	128	209	142	157	-9	106	167	130	165	167	129
BU09e0718	79	128	207	142	157	-9	103	167	130	115	167	115
BU09e0718	79	128	207	148	157	-9	103	173	130	141	167	129
BU09e0729	79	128	209	133	157	-9	103	167	130	139	161	109
BU09e0729	79	128	209	142	157	-9	106	173	130	139	167	129
BU09e0733	79	128	207	133	157	-9	103	167	130	125	161	109
BU09e0733	79	128	207	142	157	-9	103	167	130	141	161	129
BU09e0734	79	128	207	142	157	-9	103	167	122	139	161	119
BU09e0734	79	128	207	142	157	-9	103	173	130	139	167	129
BU09e0744	79	128	207	133	157	-9	103	167	122	139	161	109
BU09e0744	79	128	209	142	157	-9	103	167	130	143	161	129
BU1001	79	128	207	133	157	-9	103	167	130	139	161	119
BU1001	79	128	209	133	157	-9	103	167	130	139	161	129
BU10010	79	128	207	142	157	-9	103	167	126	139	161	109
BU10010	79	128	209	142	157	-9	106	167	130	141	167	109
BU10012	79	128	207	133	157	-9	103	167	126	129	161	119
BU10012	79	128	209	142	157	-9	103	173	130	145	167	131
BU10013	79	128	207	133	157	-9	103	167	126	145	161	129
BU10013	79	128	209	142	157	-9	106	173	130	145	161	129
BU10014	79	128	209	133	157	-9	106	167	122	139	167	119
BU10014	79	128	209	142	157	-9	106	173	130	145	167	131
BU10015	79	128	207	133	157	-9	103	158	130	139	161	119
BU10015	79	128	209	142	157	-9	103	167	130	139	167	127
BU1002	79	128	207	142	157	-9	103	167	130	139	161	109
BU1002	79	128	209	142	157	-9	106	167	130	153	167	129
BU1003	79	128	207	142	157	-9	103	167	122	141	161	109
BU1003	79	128	209	145	157	-9	103	167	130	161	167	129
BU1005	79	128	209	142	157	-9	103	167	122	139	161	109
BU1005	79	128	209	142	157	-9	106	173	130	141	161	129
BU1006	79	128	207	133	157	-9	103	167	126	139	167	121
BU1006	79	128	209	142	157	-9	103	167	130	139	167	129
BU1007	79	128	207	142	157	-9	103	167	130	139	161	109
BU1007	79	128	209	142	157	-9	106	167	130	141	161	119
BU1008	79	128	209	133	157	-9	103	167	126	143	167	121
BU1008	79	128	209	142	157	-9	106	173	126	143	167	129
BU1009	79	128	207	142	157	-9	103	167	130	143	161	119
BU1009	79	128	207	142	157	-9	103	173	130	143	167	129
BU1101	79	128	207	-9	157	-9	103	167	126	127	167	119
BU1101	79	128	209	-9	157	-9	106	167	130	139	167	129
BU1102	79	128	209	142	157	-9	106	167	126	139	161	119
BU1102	79	128	209	142	157	-9	106	173	126	141	161	129
BU1103	79	128	207	133	157	-9	103	173	130	139	167	109
BU1103	79	128	207	142	157	-9	103	173	130	145	167	119
BU1201	79	128	209	133	157	-9	103	167	126	139	161	109
BU1201	79	128	209	142	157	-9	106	167	126	141	167	119
BU1202	79	128	207	133	157	-9	103	167	122	139	167	109
BU1202	79	128	209	142	157	-9	103	167	130	145	167	129
BU12024	79	128	207	142	157	-9	103	173	126	115	167	129
BU12024	79	128	209	142	157	-9	106	173	130	145	167	129
BU12028	79	128	207	142	157	-9	103	167	130	141	161	129
BU12028	79	128	209	142	157	-9	106	167	130	153	161	129
BU1203	79	128	207	142	157	-9	103	167	130	137	161	121
BU1203	79	128	209	145	157	-9	103	167	130	139	167	129
BU1204	79	128	207	133	157	-9	106	173	130	127	167	129
BU1204	79	128	209	145	157	-9	106	173	130	141	167	129
BU1205	79	128	207	142	157	-9	106	167	126	139	161	109
BU1205	79	128	209	142	157	-9	106	167	130	141	167	119
BU12056	79	128	207	133	157	-9	103	173	130	139	161	129
BU12056	79	128	207	133	157	-9	106	173	130	139	167	131
BU12057	79	128	207	142	157	-9	103	173	130	115	161	109
BU12057	79	128	209	142	157	-9	106	173	130	155	167	129
BU12058	79	128	207	142	157	-9	103	167	130	139	161	119
BU12058	79	128	209	142	157	-9	103	173	130	139	167	119
BU1206	79	128	207	142	157	-9	106	167	130	115	161	109
BU1206	79	128	209	142	157	-9	106	167	130	139	161	119
BU1301	79	128	209	142	157	-9	103	167	126	139	161	109
BU1301	79	128	209	142	163	-9	103	167	130	141	167	133
BU1302	79	128	209	133	157	-9	103	167	126	139	161	109
BU1302	79	128	209	133	157	-9	106	167	130	139	161	129
BU1303	79	128	207	133	157	-9	103	167	130	139	161	117
BU1303	79	128	207	142	157	-9	103	173	130	139	167	131
BU1304	79	128	209	142	157	-9	103	167	130	139	155	129
BU1304	79	128	209	142	157	-9	103	167	130	155	161	129
BU901	79	128	207	142	157	-9	103	167	122	125	167	119
BU901	79	128	207	142	157	-9	106	173	130	141	167	129
BU9016	79	128	207	133	157	-9	103	167	126	139	167	119
BU9016	79	128	209	142	157	-9	103	173	130	139	167	131
BU902	79	128	207	142	157	-9	103	167	130	145	161	115
BU902	79	128	209	142	157	-9	103	173	130	149	167	133
BU903	79	128	207	142	157	-9	103	167	130	139	161	119
BU903	79	128	207	142	157	-9	103	167	130	139	167	131
BU904	79	128	209	136	157	-9	103	167	130	139	161	109
BU904	79	128	209	142	157	-9	103	167	130	139	167	119
BU905	79	128	207	133	157	-9	103	167	130	115	161	127
BU905	79	128	207	142	157	-9	106	173	130	139	161	131
BU906	79	128	209	142	157	-9	103	167	122	139	161	109
BU906	79	128	209	142	157	-9	106	173	130	139	167	129
BU907	79	128	209	142	157	-9	103	167	122	139	161	109
BU907	79	128	209	142	157	-9	106	167	130	139	167	127
BUb09001	79	128	207	142	157	200	103	167	126	149	161	119
BUb09001	79	128	209	142	157	203	106	173	130	165	161	129
BUb09003	79	128	207	142	157	197	103	167	130	139	167	129
BUb09003	79	128	209	142	157	203	103	167	130	143	167	129
BUb09006	79	128	207	133	157	200	103	173	130	139	161	109
BUb09006	79	128	209	142	157	203	103	173	130	141	161	119
BUb09007	79	128	207	133	157	200	103	167	130	133	161	129
BUb09007	79	128	209	133	157	203	103	173	130	139	167	131
BUb09010	79	128	209	133	157	203	103	167	130	141	161	109
BUb09010	79	128	209	133	163	203	106	167	130	149	161	129
BUb09011	79	128	207	133	157	203	106	173	130	139	161	109
BUb09011	79	128	207	133	157	203	106	173	130	139	167	119
BUb09012	79	128	207	142	157	200	103	167	130	139	167	129
BUb09012	79	128	209	142	157	203	103	173	130	141	173	129
BUb09017	79	128	209	133	157	203	103	173	130	139	161	109
BUb09017	79	128	209	142	157	203	106	173	130	145	161	129
BUb09019	79	128	209	133	157	203	103	167	130	139	161	119
BUb09019	79	128	209	142	157	203	103	173	130	149	167	129
BUb09020	79	128	207	142	157	203	103	167	130	141	167	109
BUb09020	79	128	207	142	157	203	106	167	130	143	167	119
BUb09021	79	128	209	142	157	203	106	167	130	125	167	109
BUb09021	79	128	209	148	157	203	106	167	130	145	167	119
BUb09023	79	128	207	133	157	203	103	167	130	115	161	129
BUb09023	79	128	209	142	157	203	106	167	130	139	167	129
BUb09024	79	128	209	142	157	203	103	167	126	127	167	119
BUb09024	79	128	209	142	157	203	103	167	126	139	167	129
BUb09031	79	128	207	142	163	200	103	167	130	149	167	109
BUb09031	79	128	209	148	163	203	103	173	130	149	167	119
BUb09032	79	128	207	142	157	203	106	167	130	139	161	109
BUb09032	79	128	207	142	157	203	106	167	130	139	167	129
BUb09033	79	128	209	133	157	203	103	167	126	139	161	129
BUb09033	79	128	209	142	157	203	103	167	130	139	161	129
BUb09035	79	128	209	142	157	200	103	167	126	115	161	129
BUb09035	79	128	209	145	157	203	103	173	130	143	167	131
BUb09036	79	128	207	142	157	203	91	167	130	139	161	109
BUb09036	79	128	209	142	157	203	106	173	130	149	167	119
BUb09037	79	128	207	142	157	200	103	167	126	115	167	119
BUb09037	79	128	209	142	157	200	106	173	130	139	167	129
BUb09042	79	128	209	133	157	194	103	167	122	139	167	109
BUb09042	79	128	209	142	157	203	103	167	126	143	167	129
BUb09044	79	128	207	133	157	203	103	167	126	139	167	109
BUb09044	79	128	207	142	157	203	103	167	130	139	167	127
BUb09046	79	128	207	142	157	203	103	167	130	139	167	109
BUb09046	79	128	209	142	157	203	106	167	130	145	167	119
BUb09051	79	128	207	133	157	200	103	158	130	139	161	129
BUb09051	79	128	207	142	157	200	106	167	130	143	167	129
BUb09053	79	128	207	133	157	203	103	167	130	125	167	129
BUb09053	79	128	207	142	157	203	106	173	130	139	167	131
BUb09056	79	128	209	133	157	197	103	167	130	115	161	119
BUb09056	79	128	209	148	157	203	103	173	130	139	167	129
BUb09059	79	128	209	142	157	200	103	167	122	115	167	129
BUb09059	79	128	209	142	157	203	103	167	130	115	167	129
BUb09064	79	128	207	133	157	203	103	167	130	139	167	129
BUb09064	79	128	209	142	157	203	103	173	130	145	167	129
BUb09065	79	128	207	142	157	203	103	167	130	125	161	129
BUb09065	79	128	209	142	157	203	103	167	130	139	161	133
BUb09067	79	128	207	142	157	203	106	167	130	139	161	109
BUb09067	79	128	209	145	157	203	106	173	130	143	161	109
BUb09068	79	128	207	142	157	200	103	167	130	139	161	117
BUb09068	79	128	207	142	157	203	103	173	130	139	167	129
BUb09071	79	128	207	142	157	197	103	167	130	115	161	109
BUb09071	79	128	209	142	157	203	106	167	130	139	167	129
BUb09072	79	128	207	142	157	200	103	167	130	115	161	109
BUb09072	79	128	209	142	163	200	103	167	130	139	161	129
BUb09075	79	128	207	142	157	203	103	167	126	139	161	119
BUb09075	79	128	209	142	157	203	106	167	126	145	167	129
BUb09076	79	128	209	133	157	203	103	167	122	139	161	109
BUb09076	79	128	209	133	157	203	106	173	130	139	161	109
BUb09086	79	128	207	142	157	200	103	167	130	139	161	129
BUb09086	79	128	207	142	157	203	106	167	130	139	161	129
BUb09087	79	128	207	133	157	200	103	167	130	149	161	109
BUb09087	79	128	209	142	157	203	106	173	130	151	167	119
BUb09090	79	128	207	142	157	203	103	167	130	139	167	109
BUb09090	79	128	209	142	157	203	106	173	130	139	167	119
BUb09091	79	128	207	142	157	203	103	167	130	139	161	109
BUb09091	79	128	207	142	157	203	106	173	130	139	161	119
BUb09092	79	128	207	133	157	203	103	167	128	139	167	109
BUb09092	79	128	207	142	157	203	103	173	130	139	167	129
BUb09096	79	128	207	142	157	203	103	173	122	139	161	109
BUb09096	79	128	209	142	157	203	103	173	130	139	167	129
SA11e001	80	128	207	133	157	203	100	173	-9	115	167	129
SA11e001	80	128	209	133	157	203	103	173	-9	145	173	129
SA11e001.1	80	128	207	133	157	203	103	167	130	115	167	117
SA11e001.1	80	128	209	142	157	203	103	167	130	139	167	129
SA11e001.10	80	128	207	142	157	203	103	-9	130	127	167	121
SA11e001.10	80	128	207	142	157	203	103	-9	130	139	167	129
SA11e001.11	80	128	207	142	157	203	103	167	130	115	161	109
SA11e001.11	80	128	207	142	157	203	103	173	130	143	167	129
SA11e001.12	80	128	207	133	157	203	103	167	126	139	167	119
SA11e001.12	80	128	207	133	157	203	103	173	130	145	167	129
SA11e001.13	80	128	207	142	157	203	106	167	126	139	161	129
SA11e001.13	80	128	207	145	157	203	106	173	130	139	167	129
SA11e001.14	80	128	207	142	157	197	103	167	122	139	161	109
SA11e001.14	80	128	207	145	157	203	103	167	130	139	161	131
SA11e001.2	80	128	207	130	157	200	103	167	130	139	161	129
SA11e001.2	80	128	207	142	157	203	103	173	130	139	167	129
SA11e001.3	80	128	207	142	157	200	103	167	126	115	161	109
SA11e001.3	80	128	207	148	157	203	103	167	128	155	161	129
SA11e001.4	80	128	209	142	157	200	103	167	126	141	167	129
SA11e001.4	80	128	209	142	157	203	103	173	130	141	167	131
SA11e001.5	80	128	207	142	157	194	103	167	126	139	167	109
SA11e001.5	80	128	207	142	163	203	103	167	130	141	167	129
SA11e001.6	80	128	207	133	157	203	103	167	130	115	167	119
SA11e001.6	80	128	209	142	157	203	103	167	130	153	167	131
SA11e001.7	80	128	207	133	157	197	103	167	126	139	161	109
SA11e001.7	80	128	209	142	157	200	103	167	130	141	167	119
SA11e001.8	80	128	207	133	157	203	103	167	130	143	161	109
SA11e001.8	80	128	209	148	157	203	103	167	130	145	167	129
SA11e001.9	80	128	207	142	157	203	103	167	130	139	161	119
SA11e001.9	80	128	207	142	157	203	103	167	130	139	161	129
Bud001	81	128	209	142	157	-9	100	167	126	141	161	129
Bud001	81	128	209	142	157	-9	106	167	130	145	167	129
Bud002	81	128	207	142	157	-9	103	167	130	139	161	129
Bud002	81	128	207	142	157	-9	106	173	130	139	167	131
Bud003	81	128	209	133	157	-9	103	167	122	145	161	129
Bud003	81	128	209	142	157	-9	103	167	130	147	161	131
Bud004	81	128	207	142	157	-9	103	167	126	125	161	129
Bud004	81	128	209	142	157	-9	103	173	130	139	167	129
Bud005	81	128	209	142	157	-9	100	167	130	143	161	129
Bud005	81	128	209	142	157	-9	100	173	130	153	167	131
Bud006	81	128	207	133	157	-9	103	173	122	139	161	129
Bud006	81	128	207	133	157	-9	103	173	126	139	161	131
Bud007	81	128	207	133	157	-9	106	167	-9	139	-9	109
Bud007	81	128	209	133	157	-9	106	167	-9	141	-9	109
Bud008	81	128	209	133	157	-9	100	167	120	139	161	119
Bud008	81	128	209	145	157	-9	100	173	130	139	167	129
Bud009	81	128	209	142	157	-9	103	167	122	139	161	109
Bud009	81	128	209	142	157	-9	106	167	126	153	167	109
Bud010	81	128	207	142	157	-9	106	167	-9	139	167	119
Bud010	81	128	209	142	157	-9	106	167	-9	159	167	129
Bud011	81	128	207	142	157	-9	106	167	130	139	161	109
Bud011	81	128	209	142	157	-9	106	167	130	141	161	129
Bud012	81	128	-9	142	157	-9	103	167	126	139	167	109
Bud012	81	128	-9	142	157	-9	103	167	130	141	167	129
Bud017	81	128	207	145	157	-9	103	167	130	139	161	109
Bud017	81	128	209	145	157	-9	103	173	130	143	167	129
Bud018	81	128	207	133	157	-9	106	167	130	139	161	109
Bud018	81	128	209	142	157	-9	106	167	130	141	167	119
Bud019	81	128	209	142	157	-9	103	167	126	139	161	109
Bud019	81	128	209	142	157	-9	103	167	130	143	167	119
Bud020	81	128	207	142	157	-9	103	167	130	139	161	109
Bud020	81	128	207	142	157	-9	106	167	130	141	167	129
Bud021	81	128	207	133	157	-9	103	167	130	139	161	109
Bud021	81	128	209	142	157	-9	103	167	130	143	161	119
Bud022	81	128	209	142	157	-9	103	167	130	139	161	119
Bud022	81	128	209	142	157	-9	106	173	130	147	167	131
Bud023	81	128	207	142	157	-9	103	167	126	139	167	129
Bud023	81	128	207	142	157	-9	103	167	130	141	167	129
Bud024	81	128	209	142	157	-9	100	167	130	141	161	109
Bud024	81	128	209	142	157	-9	103	167	130	153	161	129
Bud025	81	128	207	142	157	-9	103	167	130	141	161	129
Bud025	81	128	209	142	157	-9	106	167	130	159	161	129
Bud026	81	128	207	145	157	-9	103	167	122	139	161	109
Bud026	81	128	209	145	157	-9	106	173	130	141	161	129
Bud027	81	128	207	136	157	-9	103	167	122	139	161	109
Bud027	81	128	207	142	157	-9	103	167	130	153	167	129
Bud028	81	128	207	133	157	-9	103	167	130	137	161	109
Bud028	81	128	209	142	157	-9	103	167	130	141	167	119
Bon009	82	128	207	142	157	-9	103	167	130	139	161	119
Bon009	82	128	209	145	157	-9	106	167	130	139	167	127
Bon001	82	128	209	133	157	-9	106	167	126	125	167	109
Bon001	82	128	209	145	157	-9	106	173	130	125	167	119
Bon002	82	128	209	133	157	-9	103	167	126	125	161	119
Bon002	82	128	209	142	157	-9	103	173	130	139	161	129
Bon003	82	128	209	133	157	-9	103	167	126	139	161	109
Bon003	82	128	209	142	157	-9	103	167	130	139	167	131
Bon004	82	128	209	142	157	-9	103	167	130	139	167	119
Bon004	82	128	209	142	157	-9	106	173	130	145	167	119
Bon005	82	128	207	145	157	-9	100	167	126	125	161	129
Bon005	82	128	209	145	157	-9	100	173	126	139	167	129
Bon006	82	128	207	142	157	-9	103	167	126	139	161	109
Bon006	82	128	209	142	157	-9	106	173	130	153	161	119
Bon007	82	128	207	133	157	-9	103	167	126	137	161	119
Bon007	82	128	209	142	157	-9	106	173	126	139	167	131
Bon008	82	128	209	142	157	-9	103	173	130	139	161	119
Bon008	82	128	209	142	157	-9	103	173	130	139	167	129
Bon010	82	128	207	133	157	-9	103	167	126	145	161	119
Bon010	82	128	209	142	157	-9	106	173	130	153	167	129
Bon011	82	128	209	133	157	-9	106	173	126	125	161	119
Bon011	82	128	209	133	157	-9	106	173	126	139	161	129
Bon012	82	128	209	142	157	-9	103	167	126	139	161	-9
Bon012	82	128	209	145	157	-9	106	173	130	145	167	-9
Bon013	82	128	207	142	157	-9	106	167	126	143	161	119
Bon013	82	128	207	142	157	-9	106	173	130	145	161	129
Bon014	82	128	207	133	157	-9	103	167	126	137	161	109
Bon014	82	128	209	142	157	-9	103	173	130	139	167	119
